ID,Arrival Time,Screening Start,Exit Time,Wait Time,PreCheck,Secondary Screening
416,2989.5247749930472,3450,3455.4339789027968,460.47522500695277,True,False
415,2980.619632897166,3442,3458.391598402189,461.38036710283404,False,False
418,3001.300029242699,3459,3471.632233106485,457.6999707573009,False,False
417,2991.2629268208475,3456,3480.2098266488633,464.7370731791525,False,False
420,3004.438024047794,3481,3495.0477308511054,476.561975952206,False,False
419,3003.3899847169228,3472,3496.2090698751495,468.61001528307725,False,False
421,3007.842841630562,3496,3504.176744028842,488.1571583694381,True,False
422,3034.008766895178,3497,3510.845552253028,462.9912331048222,False,False
423,3036.6143144450625,3505,3517.35188596763,468.3856855549375,True,False
425,3045.664858026982,3518,3531.2626492707336,472.3351419730179,True,False
424,3040.8882161396295,3511,3533.764843151157,470.11178386037045,False,False
427,3050.17287288925,3534,3553.4306139260407,483.8271271107501,False,False
426,3048.8823104822995,3532,3553.575072965761,483.11768951770046,False,False
428,3053.031248282597,3554,3565.3522885551606,500.96875171740294,True,False
429,3057.6313305024587,3555,3576.5186953777234,497.3686694975413,False,False
431,3072.614924419532,3577,3586.1975210549695,504.38507558046786,True,False
430,3058.46581074787,3566,3590.560068303819,507.5341892521301,False,False
432,3074.198062227708,3587,3598.5246429507797,512.8019377722921,True,False
